id_detalle,id_pedido,id_producto,cantidad,precio_unitario_venta
1067,422,33,1,47800.0
1068,422,20,3,54600.0
1069,422,55,3,53500.0
1070,423,48,3,76600.0
1071,423,17,3,52200.0
1072,424,23,3,77100.0
1073,424,15,2,47900.0
1074,425,30,2,54900.0
1075,425,55,1,53500.0
1076,425,8,3,69800.0
1077,426,57,3,79200.0
1078,426,13,2,11600.0
1079,426,33,3,47800.0
1080,426,8,2,69800.0
1081,427,22,3,42500.0
1082,427,27,2,25000.0
1083,428,32,2,63500.0
1084,429,1,2,15100.0
1085,430,32,1,63500.0
1086,430,51,1,10500.0
1087,431,28,1,2300.0
1088,431,31,3,23700.0
1089,431,25,1,9700.0
1090,431,1,3,15100.0
1091,432,2,1,71200.0
1092,432,44,3,27600.0
1093,433,9,3,26800.0
1094,433,7,3,2600.0
1095,433,25,2,9700.0
1096,434,30,3,54900.0
1097,434,47,3,73400.0
1098,434,34,2,37500.0
1099,435,49,2,19400.0
1100,435,13,1,11600.0
1101,435,11,1,79900.0
1102,436,38,3,77000.0
1103,437,25,3,9700.0
1104,438,43,1,12600.0
1105,439,27,2,25000.0
1106,440,45,3,76600.0
1107,440,10,1,57100.0
1108,440,14,2,10900.0
1109,440,44,2,27600.0
1110,441,40,1,71300.0
1111,441,39,2,47300.0
1112,441,45,1,76600.0
1113,442,32,1,63500.0
1114,443,23,2,77100.0
1115,443,46,2,68100.0
1116,444,45,2,76600.0
1117,444,60,2,69300.0
1118,445,59,1,83000.0
1119,446,47,3,73400.0
1120,447,19,1,18900.0
1121,447,17,1,52200.0
1122,447,30,1,54900.0
1123,447,4,2,52800.0
1124,448,7,1,2600.0
1125,449,22,2,42500.0
1126,449,23,3,77100.0
1127,450,8,2,69800.0
1128,450,26,2,37200.0
1129,451,42,1,14300.0
1130,451,57,1,79200.0
1131,451,52,3,66700.0
1132,451,11,3,79900.0
1133,452,52,1,66700.0
1134,452,37,3,75300.0
1135,452,44,2,27600.0
1136,452,29,2,66000.0
1137,453,31,2,23700.0
1138,453,59,1,83000.0
1139,454,42,3,14300.0
1140,454,21,3,23900.0
1141,454,1,3,15100.0
1142,455,34,1,37500.0
1143,455,45,2,76600.0
1144,455,40,3,71300.0
1145,456,10,3,57100.0
1146,456,54,1,35700.0
1147,456,53,1,75400.0
1148,456,36,3,8200.0
1149,457,5,2,83900.0
1150,457,49,2,19400.0
1151,458,36,2,8200.0
1152,458,42,2,14300.0
1153,459,6,2,56300.0
1154,459,55,1,53500.0
1155,459,32,2,63500.0
1156,459,29,3,66000.0
1157,460,3,1,60400.0
1158,460,36,3,8200.0
1159,460,1,3,15100.0
1160,460,53,3,75400.0
1161,461,22,1,42500.0
1162,461,24,2,72200.0
1163,461,53,2,75400.0
1164,461,4,3,52800.0
1165,462,46,1,68100.0
1166,462,29,3,66000.0
1167,462,8,1,69800.0
1168,463,36,3,8200.0
1169,463,34,1,37500.0
1170,463,24,1,72200.0
1171,464,7,1,2600.0
1172,464,17,1,52200.0
1173,464,40,2,71300.0
1174,464,13,1,11600.0
1175,465,49,2,19400.0
1176,466,43,2,12600.0
1177,466,38,1,77000.0
1178,466,33,3,47800.0
1179,466,9,3,26800.0
1180,467,60,1,69300.0
1181,467,33,3,47800.0
1182,467,50,3,22700.0
1183,467,59,1,83000.0
1184,468,33,2,47800.0
1185,468,57,3,79200.0
1186,468,25,3,9700.0
1187,469,29,1,66000.0
1188,469,52,2,66700.0
1189,469,9,3,26800.0
1190,470,46,3,68100.0
1191,470,48,3,76600.0
1192,470,60,1,69300.0
1193,471,44,3,27600.0
1194,471,23,1,77100.0
1195,471,59,3,83000.0
1196,472,46,2,68100.0
1197,472,8,3,69800.0
1198,472,49,2,19400.0
1199,473,44,3,27600.0
1200,473,48,2,76600.0
1201,473,58,2,73800.0
1202,473,54,1,35700.0
1203,474,4,1,52800.0
1204,474,43,1,12600.0
1205,475,10,3,57100.0
1206,475,54,2,35700.0
1207,475,4,1,52800.0
1208,476,40,3,71300.0
1209,477,16,3,24600.0
1210,477,33,2,47800.0
1211,477,51,3,10500.0
1212,477,52,3,66700.0
1213,478,36,3,8200.0
1214,478,4,2,52800.0
1215,478,1,1,15100.0
1216,479,49,3,19400.0
1217,479,38,3,77000.0
1218,479,35,1,2800.0
1219,480,12,1,13100.0
1220,481,18,1,61600.0
1221,481,36,3,8200.0
1222,481,17,2,52200.0
1223,481,9,1,26800.0
1224,482,10,2,57100.0
1225,483,32,3,63500.0
1226,483,51,2,10500.0
1227,483,37,1,75300.0
1228,484,51,3,10500.0
1229,485,6,1,56300.0
1230,485,23,3,77100.0
1231,485,15,2,47900.0
1232,485,57,2,79200.0
1233,486,36,1,8200.0
1234,486,53,1,75400.0
1235,486,49,3,19400.0
1236,486,42,2,14300.0
1237,487,3,2,60400.0
1238,487,44,2,27600.0
1239,488,2,2,71200.0
1240,488,59,3,83000.0
1241,488,34,3,37500.0
1242,489,21,1,23900.0
1243,489,33,1,47800.0
1244,490,14,3,10900.0
1245,491,14,3,10900.0
1246,492,2,3,71200.0
1247,492,30,2,54900.0
1248,493,51,3,10500.0
1249,493,17,1,52200.0
1250,494,29,2,66000.0
1251,494,41,1,50300.0
1252,494,26,2,37200.0
1253,494,28,3,2300.0
1254,495,49,3,19400.0
1255,496,60,2,69300.0
1256,496,33,3,47800.0
1257,496,7,2,2600.0
1258,497,26,2,37200.0
1259,497,53,1,75400.0
1260,497,43,3,12600.0
1261,497,2,1,71200.0
1262,498,20,3,54600.0
1263,498,44,3,27600.0
1264,499,8,1,69800.0
1265,499,3,3,60400.0
1266,500,20,1,54600.0
1267,501,11,1,79900.0
1268,501,12,3,13100.0
1269,502,55,3,53500.0
1270,503,17,1,52200.0
1271,504,9,1,26800.0
1272,504,43,1,12600.0
1273,504,42,2,14300.0
1274,505,29,2,66000.0
1275,505,22,3,42500.0
1276,505,40,3,71300.0
1277,505,43,1,12600.0
1278,506,11,1,79900.0
1279,506,1,3,15100.0
1280,506,21,3,23900.0
1281,506,16,3,24600.0
1282,507,57,2,79200.0
1283,507,31,2,23700.0
1284,507,30,2,54900.0
1285,508,54,2,35700.0
1286,509,47,1,73400.0
1287,510,50,1,22700.0
1288,510,38,3,77000.0
1289,510,14,2,10900.0
1290,510,59,3,83000.0
1291,511,26,3,37200.0
1292,511,15,3,47900.0
1293,511,58,2,73800.0
1294,512,26,2,37200.0
1295,513,49,1,19400.0
1296,513,33,2,47800.0
1297,514,48,2,76600.0
1298,514,47,2,73400.0
1299,515,17,2,52200.0
1300,516,25,2,9700.0
1301,516,31,1,23700.0
1302,516,59,1,83000.0
1303,517,54,3,35700.0
1304,517,48,3,76600.0
1305,517,17,3,52200.0
1306,518,38,1,77000.0
1307,518,42,3,14300.0
1308,518,58,2,73800.0
1309,519,53,2,75400.0
1310,519,56,2,14800.0
1311,519,23,3,77100.0
1312,520,15,3,47900.0
1313,520,5,3,83900.0
1314,521,24,3,72200.0
1315,521,39,1,47300.0
1316,522,31,3,23700.0
1317,523,42,2,14300.0
1318,523,54,1,35700.0
1319,524,9,3,26800.0
1320,524,41,1,50300.0
1321,525,60,2,69300.0
1322,525,12,3,13100.0
1323,525,34,3,37500.0
1324,526,6,3,56300.0
1325,526,14,2,10900.0
1326,526,29,2,66000.0
1327,527,51,1,10500.0
1328,527,38,3,77000.0
1329,528,60,3,69300.0
1330,528,30,1,54900.0
1331,528,39,1,47300.0
1332,529,13,3,11600.0
1333,530,12,2,13100.0
1334,531,6,2,56300.0
1335,532,58,3,73800.0
1336,533,56,3,14800.0
1337,533,3,2,60400.0
1338,533,45,1,76600.0
1339,534,28,1,2300.0
1340,535,39,2,47300.0
1341,535,57,2,79200.0
1342,535,35,1,2800.0
1343,536,34,1,37500.0
1344,537,24,3,72200.0
1345,537,7,3,2600.0
1346,537,10,2,57100.0
1347,537,28,2,2300.0
1348,538,44,1,27600.0
1349,538,26,2,37200.0
1350,538,49,3,19400.0
1351,539,17,3,52200.0
1352,539,20,2,54600.0
1353,539,37,3,75300.0
1354,539,23,1,77100.0
1355,540,51,1,10500.0
1356,540,45,3,76600.0
1357,540,11,2,79900.0
1358,540,7,2,2600.0
1359,541,52,1,66700.0
1360,542,5,2,83900.0
1361,543,47,2,73400.0
1362,544,50,1,22700.0
1363,545,55,3,53500.0
1364,545,43,2,12600.0
1365,546,40,3,71300.0
1366,546,11,1,79900.0
1367,547,6,2,56300.0
1368,547,18,2,61600.0
1369,548,34,3,37500.0
1370,548,1,3,15100.0
1371,549,23,1,77100.0
1372,549,53,3,75400.0
1373,549,18,1,61600.0
1374,550,12,1,13100.0
1375,550,27,3,25000.0
1376,550,33,1,47800.0
1377,551,57,3,79200.0
1378,551,35,2,2800.0
1379,551,53,3,75400.0
1380,552,49,2,19400.0
1381,552,22,3,42500.0
1382,553,17,1,52200.0
1383,554,52,2,66700.0
1384,554,21,2,23900.0
1385,555,16,2,24600.0
1386,555,19,3,18900.0
1387,555,6,3,56300.0
1388,556,21,3,23900.0
1389,556,23,2,77100.0
1390,556,14,1,10900.0
1391,556,58,3,73800.0
1392,557,16,1,24600.0
1393,557,48,2,76600.0
1394,558,10,1,57100.0
1395,558,50,1,22700.0
1396,558,7,3,2600.0
1397,559,55,2,53500.0
1398,560,32,3,63500.0
1399,560,12,2,13100.0
1400,560,49,2,19400.0
1401,561,31,2,23700.0
1402,561,35,2,2800.0
1403,561,3,3,60400.0
1404,561,33,1,47800.0
1405,562,21,1,23900.0
1406,562,45,2,76600.0
1407,562,1,3,15100.0
1408,562,44,1,27600.0
1409,563,36,1,8200.0
1410,563,17,2,52200.0
1411,564,28,2,2300.0
1412,564,14,2,10900.0
1413,564,27,2,25000.0
1414,564,45,2,76600.0
1415,565,53,3,75400.0
1416,565,7,2,2600.0
1417,566,10,3,57100.0
1418,566,52,1,66700.0
1419,567,9,3,26800.0
1420,567,58,3,73800.0
1421,567,55,3,53500.0
1422,567,41,2,50300.0
1423,568,26,1,37200.0
1424,569,54,3,35700.0
1425,569,41,2,50300.0
1426,569,7,2,2600.0
1427,569,29,2,66000.0
1428,570,2,2,71200.0
1429,570,27,3,25000.0
1430,570,8,3,69800.0
1431,571,50,2,22700.0
1432,571,19,2,18900.0
1433,572,57,2,79200.0
1434,572,6,2,56300.0
1435,572,25,3,9700.0
1436,572,40,1,71300.0
1437,573,55,1,53500.0
1438,573,59,2,83000.0
1439,573,5,1,83900.0
1440,573,6,2,56300.0
1441,574,18,2,61600.0
1442,574,57,3,79200.0
1443,574,29,3,66000.0
1444,574,50,3,22700.0
1445,575,9,3,26800.0
1446,576,14,1,10900.0
1447,577,36,2,8200.0
1448,577,4,3,52800.0
1449,577,2,1,71200.0
1450,577,50,1,22700.0
1451,578,20,2,54600.0
1452,578,15,2,47900.0
1453,578,16,3,24600.0
1454,578,48,1,76600.0
1455,579,43,2,12600.0
1456,580,36,3,8200.0
1457,580,29,3,66000.0
1458,580,9,1,26800.0
1459,581,34,2,37500.0
1460,581,41,2,50300.0
1461,581,35,3,2800.0
1462,581,20,1,54600.0
1463,582,17,1,52200.0
1464,582,10,3,57100.0
1465,582,20,1,54600.0
1466,582,1,2,15100.0
1467,583,49,2,19400.0
1468,583,31,2,23700.0
1469,583,20,3,54600.0
1470,583,1,1,15100.0
1471,584,57,1,79200.0
1472,584,36,1,8200.0
1473,584,28,3,2300.0
1474,584,26,3,37200.0
1475,585,6,1,56300.0
1476,585,28,3,2300.0
1477,585,41,3,50300.0
1478,586,27,1,25000.0
1479,586,13,1,11600.0
1480,586,55,1,53500.0
1481,587,18,1,61600.0
1482,587,45,2,76600.0
1483,587,40,1,71300.0
1484,587,32,1,63500.0
1485,588,19,2,18900.0
1486,589,6,1,56300.0
1487,589,10,2,57100.0
1488,590,24,1,72200.0
1489,590,30,2,54900.0
1490,590,45,1,76600.0
1491,590,51,1,10500.0
1492,591,12,2,13100.0
1493,591,13,2,11600.0
1494,591,58,1,73800.0
1495,591,54,1,35700.0
1496,592,13,2,11600.0
1497,593,25,2,9700.0
1498,593,44,1,27600.0
1499,593,20,3,54600.0
1500,593,60,3,69300.0
1501,594,31,1,23700.0
1502,594,41,2,50300.0
1503,594,20,1,54600.0
1504,595,21,2,23900.0
1505,595,1,3,15100.0
1506,595,11,1,79900.0
1507,595,51,2,10500.0
1508,596,45,1,76600.0
1509,596,39,1,47300.0
1510,596,10,1,57100.0
1511,596,24,2,72200.0
1512,597,23,3,77100.0
1513,598,15,3,47900.0
1514,598,21,2,23900.0
1515,598,36,2,8200.0
1516,598,51,3,10500.0
1517,599,47,1,73400.0
1518,599,9,2,26800.0
1519,599,17,3,52200.0
1520,600,13,2,11600.0
1521,600,37,2,75300.0
1522,600,12,3,13100.0
1523,600,35,2,2800.0
1524,601,29,2,66000.0
1525,601,19,3,18900.0
1526,602,47,3,73400.0
1527,602,12,2,13100.0
1528,602,57,3,79200.0
1529,602,2,1,71200.0
1530,603,13,3,11600.0
1531,603,34,1,37500.0
1532,603,44,3,27600.0
1533,603,32,2,63500.0
1534,604,7,3,2600.0
1535,605,56,1,14800.0
1536,605,3,1,60400.0
1537,606,43,3,12600.0
1538,606,32,3,63500.0
1539,606,34,2,37500.0
1540,606,40,1,71300.0
1541,607,1,1,15100.0
1542,608,24,3,72200.0
1543,609,34,1,37500.0
1544,609,3,2,60400.0
1545,609,47,1,73400.0
1546,610,35,1,2800.0
1547,610,25,1,9700.0
1548,611,36,3,8200.0
1549,611,48,2,76600.0
1550,612,45,1,76600.0
1551,612,43,1,12600.0
1552,612,28,1,2300.0
1553,612,57,3,79200.0
1554,613,35,2,2800.0
1555,613,39,2,47300.0
1556,614,49,3,19400.0
1557,614,41,2,50300.0
1558,614,28,3,2300.0
1559,614,53,1,75400.0
1560,615,24,1,72200.0
1561,615,29,3,66000.0
1562,615,26,1,37200.0
1563,616,1,1,15100.0
1564,616,20,2,54600.0
1565,616,15,1,47900.0
1566,617,7,2,2600.0
1567,617,3,2,60400.0
1568,618,15,2,47900.0
1569,618,17,1,52200.0
1570,619,47,2,73400.0
1571,620,39,3,47300.0
1572,621,6,2,56300.0
1573,621,50,2,22700.0
1574,621,4,2,52800.0
1575,621,59,2,83000.0
1576,622,41,3,50300.0
1577,623,21,3,23900.0
1578,624,10,3,57100.0
1579,624,4,3,52800.0
1580,625,15,2,47900.0
1581,626,6,3,56300.0
1582,626,31,1,23700.0
1583,626,37,3,75300.0
1584,627,50,1,22700.0
1585,627,45,2,76600.0
1586,627,9,3,26800.0
1587,627,49,1,19400.0
1588,628,36,3,8200.0
1589,628,40,3,71300.0
1590,629,21,1,23900.0
1591,629,44,1,27600.0
1592,629,60,3,69300.0
1593,629,37,2,75300.0
1594,630,23,1,77100.0
1595,630,39,2,47300.0
1596,630,42,1,14300.0
1597,631,3,1,60400.0
1598,631,60,3,69300.0
1599,631,53,2,75400.0
1600,631,15,1,47900.0
1601,632,40,1,71300.0
1602,632,60,2,69300.0
1603,633,29,2,66000.0
1604,633,31,1,23700.0
1605,633,2,3,71200.0
1606,634,36,3,8200.0
1607,634,31,1,23700.0
1608,634,40,3,71300.0
1609,635,17,1,52200.0
1610,636,4,1,52800.0
1611,636,30,1,54900.0
1612,636,42,2,14300.0
1613,637,56,2,14800.0
1614,637,7,3,2600.0
1615,637,2,2,71200.0
1616,638,58,2,73800.0
1617,639,33,3,47800.0
1618,639,30,3,54900.0
1619,640,22,3,42500.0
1620,640,32,1,63500.0
1621,640,26,1,37200.0
1622,641,16,1,24600.0
1623,641,33,3,47800.0
1624,641,18,2,61600.0
1625,642,10,2,57100.0
1626,642,22,3,42500.0
1627,643,27,3,25000.0
1628,643,16,1,24600.0
1629,644,35,1,2800.0
1630,644,9,3,26800.0
1631,644,14,3,10900.0
1632,644,42,3,14300.0
1633,645,28,1,2300.0
1634,645,59,3,83000.0
1635,646,12,2,13100.0
1636,647,20,3,54600.0
1637,647,29,3,66000.0
1638,647,48,2,76600.0
1639,647,60,1,69300.0
1640,648,49,3,19400.0
1641,649,39,1,47300.0
1642,649,15,3,47900.0
1643,650,9,2,26800.0
1644,650,33,3,47800.0
1645,650,55,3,53500.0
1646,650,39,2,47300.0
1647,651,11,1,79900.0
1648,651,13,1,11600.0
1649,652,48,1,76600.0
1650,652,43,1,12600.0
1651,653,45,1,76600.0
1652,653,21,2,23900.0
1653,653,56,2,14800.0
1654,653,30,1,54900.0
1655,654,40,3,71300.0
1656,654,48,3,76600.0
1657,654,37,3,75300.0
1658,654,39,3,47300.0
1659,655,53,3,75400.0
1660,655,57,3,79200.0
1661,655,3,2,60400.0
1662,655,16,3,24600.0
1663,656,13,2,11600.0
1664,657,11,1,79900.0
1665,657,28,3,2300.0
1666,657,19,3,18900.0
1667,657,40,1,71300.0
1668,658,12,3,13100.0
1669,659,29,2,66000.0
1670,659,2,3,71200.0
1671,659,12,3,13100.0
1672,660,45,3,76600.0
1673,660,42,1,14300.0
1674,660,59,3,83000.0
1675,661,41,3,50300.0
1676,661,24,2,72200.0
1677,661,6,3,56300.0
1678,661,34,3,37500.0
1679,662,3,2,60400.0
1680,662,50,3,22700.0
1681,662,11,3,79900.0
1682,662,59,1,83000.0
1683,663,27,2,25000.0
1684,664,8,1,69800.0
1685,664,58,1,73800.0
1686,665,55,1,53500.0
1687,665,32,3,63500.0
1688,665,35,2,2800.0
1689,665,52,1,66700.0
1690,666,27,3,25000.0
1691,666,29,1,66000.0
1692,666,6,1,56300.0
1693,666,39,3,47300.0
1694,667,10,3,57100.0
1695,667,4,2,52800.0
1696,668,22,1,42500.0
1697,668,59,1,83000.0
1698,668,6,2,56300.0
1699,669,30,3,54900.0
1700,669,48,2,76600.0
1701,670,58,1,73800.0
1702,670,25,2,9700.0
1703,670,53,3,75400.0
1704,671,45,2,76600.0
1705,672,45,3,76600.0
1706,672,14,1,10900.0
1707,673,31,3,23700.0
1708,674,17,3,52200.0
1709,674,34,2,37500.0
1710,674,37,1,75300.0
1711,675,32,3,63500.0
1712,675,52,1,66700.0
1713,675,12,3,13100.0
1714,675,57,2,79200.0
1715,676,41,1,50300.0
1716,676,51,3,10500.0
1717,676,8,2,69800.0
1718,676,48,2,76600.0
1719,677,1,1,15100.0
1720,677,41,3,50300.0
1721,678,33,1,47800.0
1722,678,36,1,8200.0
1723,678,21,3,23900.0
1724,679,54,1,35700.0
1725,680,59,3,83000.0
1726,680,31,1,23700.0
1727,680,52,2,66700.0
1728,680,3,1,60400.0
1729,681,51,3,10500.0
1730,681,53,1,75400.0
1731,681,27,3,25000.0
1732,681,60,2,69300.0
1733,682,14,3,10900.0
1734,683,18,1,61600.0
1735,683,54,2,35700.0
1736,684,12,2,13100.0
1737,684,39,3,47300.0
1738,684,8,2,69800.0
1739,684,56,3,14800.0
1740,685,57,2,79200.0
1741,685,16,1,24600.0
1742,685,24,3,72200.0
1743,685,29,2,66000.0
1744,686,59,2,83000.0
1745,686,6,3,56300.0
1746,687,22,2,42500.0
1747,687,60,3,69300.0
1748,688,53,3,75400.0
1749,689,30,2,54900.0
1750,690,44,3,27600.0
1751,691,34,3,37500.0
1752,692,21,1,23900.0
1753,692,13,2,11600.0
1754,693,18,1,61600.0
1755,694,14,3,10900.0
1756,695,46,2,68100.0
1757,695,52,3,66700.0
1758,696,35,1,2800.0
1759,696,29,1,66000.0
1760,696,4,2,52800.0
1761,697,6,2,56300.0
1762,698,40,1,71300.0
1763,698,23,3,77100.0
1764,698,20,3,54600.0
1765,698,22,3,42500.0
1766,699,53,3,75400.0
1767,700,31,3,23700.0
1768,700,15,2,47900.0
1769,700,10,2,57100.0
1770,700,56,2,14800.0
1771,701,2,2,71200.0
1772,701,5,2,83900.0
1773,701,31,2,23700.0
1774,701,8,1,69800.0
1775,702,33,2,47800.0
1776,702,7,3,2600.0
1777,703,51,2,10500.0
1778,704,16,2,24600.0
1779,704,40,2,71300.0
1780,704,36,1,8200.0
1781,704,11,2,79900.0
1782,705,35,1,2800.0
1783,705,45,3,76600.0
1784,705,16,3,24600.0
1785,706,21,2,23900.0
1786,706,36,1,8200.0
1787,706,7,2,2600.0
1788,706,53,2,75400.0
1789,707,21,1,23900.0
1790,707,32,1,63500.0
1791,707,42,1,14300.0
1792,707,43,1,12600.0
1793,708,29,2,66000.0
1794,708,35,2,2800.0
1795,709,44,2,27600.0
1796,709,57,2,79200.0
1797,710,6,3,56300.0
1798,710,38,3,77000.0
1799,710,1,2,15100.0
1800,711,1,3,15100.0
1801,712,16,2,24600.0
1802,713,26,1,37200.0
1803,713,25,3,9700.0
1804,713,28,1,2300.0
1805,713,35,2,2800.0
1806,714,54,2,35700.0
1807,714,27,3,25000.0
1808,714,10,1,57100.0
1809,715,10,3,57100.0
1810,716,42,2,14300.0
1811,716,52,2,66700.0
1812,717,33,2,47800.0
1813,717,28,2,2300.0
1814,717,36,2,8200.0
1815,717,53,1,75400.0
1816,718,55,3,53500.0
1817,718,47,2,73400.0
1818,718,16,2,24600.0
1819,718,46,3,68100.0
1820,719,46,2,68100.0
1821,719,24,3,72200.0
1822,719,8,1,69800.0
1823,719,38,1,77000.0
1824,720,34,3,37500.0
1825,721,44,3,27600.0
1826,722,58,2,73800.0
1827,723,37,2,75300.0
1828,723,47,2,73400.0
1829,723,22,2,42500.0
1830,723,27,1,25000.0
1831,724,4,3,52800.0
1832,724,41,1,50300.0
1833,724,31,3,23700.0
1834,725,19,2,18900.0
1835,726,17,2,52200.0
1836,726,9,2,26800.0
1837,726,40,2,71300.0
1838,727,43,2,12600.0
1839,727,29,1,66000.0
1840,728,22,1,42500.0
1841,729,16,3,24600.0
1842,729,43,1,12600.0
1843,729,29,1,66000.0
1844,729,47,3,73400.0
1845,730,4,1,52800.0
1846,731,48,1,76600.0
1847,731,49,2,19400.0
1848,731,60,3,69300.0
1849,731,35,3,2800.0
1850,732,1,2,15100.0
1851,732,19,2,18900.0
1852,732,60,3,69300.0
1853,732,52,2,66700.0
1854,733,55,3,53500.0
1855,733,28,2,2300.0
1856,733,40,2,71300.0
1857,734,30,1,54900.0
1858,734,50,3,22700.0
1859,734,44,3,27600.0
1860,734,48,3,76600.0
1861,735,21,1,23900.0
1862,735,36,3,8200.0
1863,736,34,1,37500.0
1864,737,17,1,52200.0
1865,737,13,3,11600.0
1866,737,3,1,60400.0
1867,738,46,1,68100.0
1868,739,58,3,73800.0
1869,739,8,1,69800.0
1870,740,41,2,50300.0
1871,741,17,1,52200.0
1872,741,11,2,79900.0
1873,741,50,1,22700.0
1874,742,53,2,75400.0
1875,742,17,1,52200.0
1876,742,12,2,13100.0
1877,743,7,2,2600.0
1878,743,10,1,57100.0
1879,743,35,3,2800.0
1880,743,50,3,22700.0
1881,744,3,1,60400.0
1882,745,2,3,71200.0
1883,745,58,3,73800.0
1884,745,32,1,63500.0
1885,745,10,1,57100.0
1886,746,58,1,73800.0
1887,746,26,3,37200.0
1888,746,37,3,75300.0
1889,747,35,1,2800.0
1890,748,37,3,75300.0
1891,749,4,2,52800.0
1892,749,41,3,50300.0
1893,749,42,2,14300.0
1894,749,6,1,56300.0
1895,750,36,2,8200.0
1896,750,3,3,60400.0
1897,751,41,3,50300.0
1898,752,48,1,76600.0
1899,752,13,1,11600.0
1900,752,9,3,26800.0
1901,752,3,3,60400.0
1902,753,32,2,63500.0
1903,753,35,1,2800.0
1904,753,54,1,35700.0
1905,754,26,1,37200.0
1906,755,48,1,76600.0
1907,755,38,1,77000.0
1908,756,31,3,23700.0
1909,757,1,3,15100.0
1910,757,12,1,13100.0
1911,758,54,1,35700.0
1912,758,38,1,77000.0
1913,759,5,1,83900.0
1914,759,52,2,66700.0
1915,760,21,1,23900.0
1916,760,54,1,35700.0
1917,761,18,1,61600.0
1918,762,29,3,66000.0
1919,762,16,1,24600.0
1920,763,50,2,22700.0
1921,763,11,1,79900.0
1922,763,2,1,71200.0
1923,763,57,1,79200.0
1924,764,27,2,25000.0
1925,764,45,3,76600.0
1926,764,52,1,66700.0
1927,765,27,3,25000.0
1928,765,16,1,24600.0
1929,765,12,3,13100.0
1930,765,40,1,71300.0
1931,766,27,1,25000.0
1932,766,1,1,15100.0
1933,766,36,1,8200.0
1934,767,30,3,54900.0
1935,767,50,3,22700.0
1936,768,51,1,10500.0
1937,769,43,1,12600.0
1938,769,60,1,69300.0
1939,770,17,2,52200.0
1940,770,22,1,42500.0
1941,770,40,1,71300.0
1942,770,52,3,66700.0
1943,771,32,3,63500.0
1944,772,38,3,77000.0
1945,772,21,3,23900.0
1946,772,27,2,25000.0
1947,772,13,1,11600.0
1948,773,48,1,76600.0
1949,773,27,2,25000.0
1950,774,4,1,52800.0
1951,774,57,3,79200.0
1952,774,28,2,2300.0
1953,774,10,1,57100.0
1954,775,41,2,50300.0
1955,775,23,1,77100.0
1956,776,18,1,61600.0
1957,777,49,1,19400.0
1958,777,22,2,42500.0
1959,778,37,1,75300.0
1960,778,36,1,8200.0
1961,779,54,3,35700.0
1962,779,30,2,54900.0
1963,779,18,3,61600.0
1964,779,1,1,15100.0
1965,780,58,3,73800.0
1966,780,60,1,69300.0
1967,781,31,3,23700.0
1968,782,31,1,23700.0
1969,782,52,2,66700.0
1970,782,45,2,76600.0
1971,782,53,1,75400.0
1972,783,14,1,10900.0
1973,783,9,3,26800.0
1974,783,23,1,77100.0
1975,783,19,1,18900.0
1976,784,55,1,53500.0
1977,784,37,2,75300.0
1978,784,48,2,76600.0
1979,784,38,1,77000.0
1980,785,46,3,68100.0
1981,785,41,1,50300.0
1982,785,1,2,15100.0
1983,785,56,3,14800.0
1984,786,49,3,19400.0
1985,786,18,3,61600.0
1986,786,45,1,76600.0
1987,786,40,3,71300.0
1988,787,57,2,79200.0
1989,787,4,2,52800.0
1990,787,8,2,69800.0
1991,788,42,3,14300.0
1992,788,36,1,8200.0
1993,789,35,3,2800.0
1994,789,8,2,69800.0
1995,790,23,3,77100.0
1996,790,58,3,73800.0
1997,790,18,2,61600.0
1998,791,29,3,66000.0
1999,791,32,1,63500.0
2000,791,33,2,47800.0
2001,792,52,1,66700.0
2002,792,44,1,27600.0
2003,792,45,2,76600.0
2004,793,5,2,83900.0
2005,793,7,1,2600.0
2006,793,11,3,79900.0
2007,794,19,2,18900.0
2008,795,27,3,25000.0
2009,795,29,1,66000.0
2010,795,48,2,76600.0
2011,796,27,3,25000.0
2012,796,38,3,77000.0
2013,796,22,2,42500.0
2014,797,30,2,54900.0
2015,797,20,1,54600.0
2016,797,37,2,75300.0
2017,797,9,1,26800.0
2018,798,23,2,77100.0
2019,798,19,1,18900.0
2020,799,12,3,13100.0
2021,799,54,3,35700.0
2022,799,46,1,68100.0
2023,800,37,2,75300.0
2024,800,9,2,26800.0
2025,800,29,1,66000.0
2026,801,23,2,77100.0
2027,801,10,3,57100.0
2028,801,24,1,72200.0
2029,802,60,2,69300.0
2030,802,32,2,63500.0
2031,802,50,1,22700.0
2032,802,10,1,57100.0
2033,803,31,3,23700.0
2034,803,58,3,73800.0
2035,803,19,1,18900.0
2036,804,47,2,73400.0
2037,805,20,1,54600.0
2038,806,21,1,23900.0
2039,807,51,2,10500.0
2040,807,60,1,69300.0
2041,808,33,2,47800.0
2042,809,59,3,83000.0
2043,810,24,2,72200.0
2044,810,25,2,9700.0
2045,810,1,2,15100.0
2046,810,19,2,18900.0
2047,811,48,2,76600.0
2048,811,27,1,25000.0
2049,811,52,3,66700.0
2050,811,29,2,66000.0
2051,812,10,1,57100.0
2052,813,60,3,69300.0
2053,814,27,2,25000.0
2054,814,12,3,13100.0
2055,814,36,3,8200.0
2056,815,36,2,8200.0
2057,815,32,3,63500.0
2058,815,3,2,60400.0
2059,816,2,1,71200.0
2060,816,51,1,10500.0
2061,817,8,2,69800.0
2062,817,42,2,14300.0
2063,817,43,1,12600.0
