id_pedido,id_cliente,fecha_pedido,canal,estado
654,78,2026-01-25,App móvil,Pendiente
655,5,2026-06-18,App móvil,Completado
656,6,2026-07-26,Marketplace,Completado
657,57,2026-02-12,App móvil,Completado
658,60,2026-04-08,Marketplace,Completado
659,70,2025-05-19,App móvil,Completado
660,26,2026-04-11,App móvil,Completado
661,16,2025-04-04,Marketplace,Completado
662,79,2025-06-13,Marketplace,Completado
663,21,2025-05-29,Marketplace,Completado
664,40,2026-04-02,Marketplace,Completado
665,1,2025-09-17,App móvil,Completado
666,28,2026-08-26,App móvil,Pendiente
667,36,2026-07-25,Sitio web,Completado
668,5,2025-05-29,Marketplace,Completado
669,23,2025-06-15,App móvil,Pendiente
670,5,2025-04-06,App móvil,Completado
671,9,2025-10-27,Sitio web,Completado
672,43,2026-06-24,Marketplace,Completado
673,14,2026-08-09,Marketplace,Pendiente
674,78,2025-10-22,Marketplace,Completado
675,79,2026-07-31,Marketplace,Completado
676,25,2025-01-02,Sitio web,Completado
677,6,2025-12-08,Marketplace,Completado
678,37,2025-09-18,App móvil,Completado
679,43,2025-12-16,Marketplace,Completado
680,25,2025-12-05,Marketplace,Completado
681,81,2026-04-17,App móvil,Cancelado
682,73,2025-11-20,Marketplace,Cancelado
683,88,2025-12-06,Sitio web,Completado
684,49,2026-07-02,Marketplace,Completado
685,5,2025-10-06,Sitio web,Completado
686,23,2025-04-25,Sitio web,Completado
687,4,2026-05-10,Sitio web,Cancelado
688,68,2025-11-14,Sitio web,Completado
689,87,2025-05-16,Marketplace,Completado
690,67,2025-04-29,App móvil,Completado
691,12,2025-12-08,Sitio web,Completado
692,40,2025-01-24,App móvil,Cancelado
693,36,2026-06-30,App móvil,Completado
694,21,2025-10-08,Sitio web,Completado
695,45,2026-07-17,App móvil,Completado
696,32,2025-06-25,App móvil,Completado
697,87,2025-02-21,App móvil,Completado
698,51,2025-07-03,Marketplace,Pendiente
699,11,2026-04-22,Sitio web,Cancelado
700,60,2025-04-10,App móvil,Completado
701,24,2025-12-05,App móvil,Completado
702,37,2025-12-23,Marketplace,Cancelado
703,14,2025-11-30,Marketplace,Cancelado
704,69,2026-04-18,Marketplace,Completado
705,27,2026-08-29,App móvil,Completado
706,10,2026-08-11,Sitio web,Completado
707,9,2025-04-22,Marketplace,Pendiente
708,75,2025-01-01,Marketplace,Completado
709,79,2026-08-15,Sitio web,Completado
710,73,2025-11-08,Marketplace,Completado
711,17,2025-10-29,App móvil,Completado
712,72,2026-01-03,App móvil,Completado
713,76,2026-02-08,App móvil,Pendiente
714,18,2025-07-12,App móvil,Cancelado
715,18,2025-01-12,Marketplace,Completado
716,63,2026-03-24,Sitio web,Completado
717,78,2026-03-12,Sitio web,Cancelado
718,24,2026-03-11,Sitio web,Cancelado
719,74,2026-01-11,Sitio web,Completado
720,68,2025-10-14,Marketplace,Completado
721,12,2025-09-09,Marketplace,Completado
722,70,2026-08-17,Marketplace,Completado
723,69,2025-01-12,App móvil,Completado
724,5,2025-11-08,Marketplace,Pendiente
725,7,2025-10-26,Marketplace,Pendiente
726,11,2025-05-10,Sitio web,Cancelado
727,2,2025-04-25,Sitio web,Cancelado
728,34,2025-08-30,Sitio web,Completado
729,19,2025-06-07,App móvil,Completado
730,45,2025-02-25,App móvil,Pendiente
731,60,2026-02-13,App móvil,Completado
732,50,2026-05-01,Sitio web,Completado
733,68,2025-02-12,Marketplace,Completado
734,35,2025-10-01,App móvil,Completado
735,25,2026-06-17,Marketplace,Completado
736,2,2025-03-11,App móvil,Completado
737,88,2026-04-02,Sitio web,Completado
738,8,2025-08-11,Marketplace,Cancelado
739,12,2025-05-14,Marketplace,Completado
740,33,2025-10-29,Marketplace,Completado
741,36,2026-03-14,Marketplace,Pendiente
742,49,2026-02-02,Sitio web,Completado
743,26,2026-02-07,Marketplace,Completado
744,14,2026-03-29,App móvil,Pendiente
745,10,2026-08-09,App móvil,Pendiente
746,86,2026-02-04,Sitio web,Completado
747,63,2026-05-05,App móvil,Completado
748,1,2026-01-29,App móvil,Pendiente
749,46,2025-12-08,App móvil,Pendiente
750,59,2025-10-24,Sitio web,Pendiente
751,25,2025-11-03,App móvil,Pendiente
752,46,2026-05-14,Marketplace,Completado
753,31,2026-05-16,Sitio web,Completado
754,44,2025-02-27,Marketplace,Completado
755,28,2026-06-20,Marketplace,Completado
756,5,2025-05-25,Marketplace,Completado
757,6,2025-09-06,Marketplace,Pendiente
758,40,2025-04-10,Marketplace,Completado
759,15,2026-05-25,Marketplace,Cancelado
760,44,2026-02-16,Sitio web,Completado
761,76,2025-06-27,Sitio web,Completado
762,54,2025-06-22,App móvil,Pendiente
763,18,2025-04-13,Marketplace,Pendiente
764,23,2025-04-02,Marketplace,Pendiente
765,27,2025-05-27,App móvil,Pendiente
766,64,2025-04-01,App móvil,Pendiente
767,68,2025-04-08,App móvil,Cancelado
768,27,2025-10-11,Sitio web,Completado
769,88,2026-05-01,Sitio web,Completado
770,83,2026-01-08,Sitio web,Completado
771,7,2026-07-05,Sitio web,Completado
772,15,2025-03-14,Marketplace,Completado
773,15,2025-11-30,Sitio web,Completado
774,29,2025-03-17,Marketplace,Completado
775,50,2026-01-18,App móvil,Completado
776,43,2025-05-11,Marketplace,Completado
777,15,2026-04-22,App móvil,Completado
778,78,2025-06-10,Marketplace,Pendiente
779,53,2026-06-19,Sitio web,Completado
780,32,2025-12-02,Marketplace,Completado
781,74,2025-01-06,Sitio web,Completado
782,65,2025-02-04,Marketplace,Completado
783,11,2026-07-26,Marketplace,Completado
784,62,2025-11-09,Marketplace,Completado
785,52,2025-07-09,Marketplace,Completado
786,43,2026-06-28,App móvil,Completado
787,11,2025-12-10,Sitio web,Pendiente
788,80,2025-02-11,App móvil,Completado
789,72,2025-07-29,App móvil,Completado
790,75,2025-08-03,Sitio web,Pendiente
791,36,2025-02-25,App móvil,Completado
792,69,2026-06-30,App móvil,Completado
793,12,2025-03-24,Sitio web,Completado
794,19,2026-05-24,Sitio web,Completado
795,88,2026-07-09,App móvil,Completado
796,25,2025-03-06,Sitio web,Completado
797,63,2026-08-31,Marketplace,Pendiente
798,62,2026-01-16,Sitio web,Completado
799,80,2025-06-14,Marketplace,Pendiente
800,21,2025-09-01,Sitio web,Completado
801,27,2026-07-30,Sitio web,Pendiente
802,69,2025-11-05,Sitio web,Completado
803,70,2026-06-04,Marketplace,Completado
804,73,2026-03-29,Marketplace,Completado
805,6,2025-05-23,Marketplace,Pendiente
806,52,2025-08-14,App móvil,Completado
807,78,2025-07-19,Marketplace,Cancelado
808,3,2025-03-27,App móvil,Cancelado
809,25,2026-05-18,Marketplace,Completado
810,47,2026-02-12,Marketplace,Completado
811,72,2025-03-31,Marketplace,Completado
812,54,2025-05-23,Marketplace,Cancelado
813,39,2026-05-02,App móvil,Cancelado
814,49,2025-04-01,App móvil,Completado
815,18,2025-07-24,App móvil,Completado
816,64,2026-07-27,App móvil,Pendiente
817,34,2025-11-04,Marketplace,Pendiente
818,83,2025-09-08,Sitio web,Completado
819,62,2026-08-03,App móvil,Completado
820,34,2025-06-16,Sitio web,Cancelado
821,46,2025-06-17,App móvil,Completado
822,38,2026-06-27,Sitio web,Pendiente
823,77,2025-06-21,App móvil,Cancelado
824,47,2025-04-09,Marketplace,Cancelado
825,48,2026-05-12,App móvil,Completado
826,29,2025-07-12,Marketplace,Cancelado
827,10,2025-04-30,Sitio web,Completado
828,44,2025-06-26,App móvil,Pendiente
829,29,2025-05-12,Sitio web,Pendiente
830,11,2026-03-12,Sitio web,Pendiente
831,56,2025-02-13,Sitio web,Completado
832,66,2026-08-31,App móvil,Completado
833,6,2025-03-09,Marketplace,Completado
834,16,2025-07-30,Sitio web,Cancelado
835,19,2025-10-12,App móvil,Cancelado
836,65,2026-08-07,Sitio web,Completado
837,25,2025-10-16,Marketplace,Completado
838,28,2026-06-01,App móvil,Pendiente
839,24,2025-12-30,App móvil,Completado
840,41,2025-05-07,Sitio web,Completado
841,37,2026-07-25,Sitio web,Pendiente
842,15,2026-01-30,App móvil,Completado
843,38,2026-03-15,Sitio web,Completado
844,51,2026-03-25,Marketplace,Cancelado
845,51,2026-02-15,Marketplace,Pendiente
846,9,2026-01-08,App móvil,Completado
847,30,2026-03-11,App móvil,Pendiente
848,83,2026-02-14,App móvil,Completado
849,63,2026-05-25,Marketplace,Completado
850,9,2026-05-26,Sitio web,Pendiente
